gene,TB,Sepsis,Dengue
EEF1A1,TRUE,TRUE,TRUE
WBP4,TRUE,FALSE,FALSE
MPV17,TRUE,FALSE,FALSE
METAP2,TRUE,TRUE,FALSE
KMT5B,TRUE,FALSE,FALSE
CCNK,TRUE,FALSE,FALSE
ARID1A,TRUE,FALSE,FALSE
MT2A,TRUE,TRUE,TRUE
FHAD1,TRUE,FALSE,FALSE
MCRIP1,TRUE,FALSE,FALSE
SEPHS1,TRUE,FALSE,FALSE
WSB2,TRUE,FALSE,FALSE
RAB31,TRUE,TRUE,TRUE
CEBPG,TRUE,FALSE,TRUE
EML2,TRUE,FALSE,FALSE
NPEPPS,TRUE,FALSE,FALSE
ARHGEF10L,TRUE,FALSE,FALSE
MOB3B,TRUE,FALSE,FALSE
LYRM4,TRUE,FALSE,FALSE
HK2,TRUE,FALSE,FALSE
BIN3,TRUE,FALSE,FALSE
CNPY3,TRUE,TRUE,FALSE
TOLLIP,TRUE,FALSE,FALSE
BBS2,TRUE,FALSE,FALSE
RPS8,TRUE,TRUE,TRUE
TMLHE,TRUE,FALSE,FALSE
INIP,TRUE,FALSE,FALSE
CTSH,TRUE,TRUE,FALSE
ITFG1,TRUE,FALSE,FALSE
PLEKHF2,TRUE,FALSE,FALSE
CTSA,TRUE,FALSE,FALSE
VAMP2,TRUE,TRUE,TRUE
RPS3,TRUE,TRUE,TRUE
RRP1,TRUE,FALSE,FALSE
IRF1,TRUE,FALSE,TRUE
LGALS8,TRUE,TRUE,FALSE
FNTA,TRUE,TRUE,FALSE
MAPK7,TRUE,FALSE,FALSE
HERC2,TRUE,FALSE,FALSE
ABCD4,TRUE,FALSE,FALSE
IER3,TRUE,TRUE,TRUE
USP15,TRUE,FALSE,TRUE
RRP9,TRUE,FALSE,FALSE
CYB5D2,TRUE,FALSE,FALSE
ACSS2,TRUE,FALSE,FALSE
TMC8,TRUE,FALSE,FALSE
CHD7,TRUE,FALSE,FALSE
DDX39B,TRUE,FALSE,FALSE
NIBAN1,TRUE,FALSE,FALSE
CHD2,TRUE,FALSE,TRUE
METTL26,TRUE,FALSE,FALSE
AP5B1,TRUE,FALSE,FALSE
NPHP3,TRUE,FALSE,FALSE
PTPN22,TRUE,FALSE,FALSE
ITPK1,TRUE,FALSE,FALSE
CHTOP,TRUE,FALSE,FALSE
CIITA,TRUE,FALSE,FALSE
MIB2,TRUE,FALSE,FALSE
ASRGL1,TRUE,FALSE,FALSE
ABCE1,TRUE,FALSE,FALSE
ZFP36L1,TRUE,TRUE,TRUE
MLST8,TRUE,FALSE,FALSE
ASB13,TRUE,FALSE,FALSE
KNSTRN,TRUE,FALSE,FALSE
MOGAT1,TRUE,FALSE,FALSE
LARS,TRUE,FALSE,FALSE
ANAPC5,TRUE,FALSE,FALSE
CEP170,TRUE,FALSE,FALSE
RHOBTB2,TRUE,FALSE,FALSE
C1orf35,TRUE,FALSE,FALSE
KCNK6,TRUE,FALSE,FALSE
AIDA,TRUE,FALSE,FALSE
NOB1,TRUE,FALSE,FALSE
TCTN3,TRUE,FALSE,FALSE
SOS1,TRUE,FALSE,FALSE
DDX6,TRUE,TRUE,FALSE
ME2,TRUE,TRUE,TRUE
ADCY7,TRUE,FALSE,TRUE
FAM20C,TRUE,FALSE,FALSE
ABHD17A,TRUE,FALSE,TRUE
SNRK,TRUE,FALSE,FALSE
MBTPS1,TRUE,FALSE,FALSE
DDX39A,TRUE,TRUE,FALSE
ERV3-1,TRUE,FALSE,FALSE
NUBP2,TRUE,TRUE,FALSE
QPRT,TRUE,FALSE,FALSE
ANKRD49,TRUE,FALSE,FALSE
JAKMIP2,TRUE,FALSE,FALSE
TCF7L2,TRUE,FALSE,FALSE
RBP7,TRUE,FALSE,FALSE
ARHGAP26,TRUE,FALSE,FALSE
CRYBG3,TRUE,FALSE,FALSE
DNASE2,TRUE,TRUE,FALSE
GPAA1,TRUE,TRUE,FALSE
PANK2,TRUE,FALSE,FALSE
MTF1,TRUE,FALSE,FALSE
PHACTR1,TRUE,TRUE,TRUE
LNPK,TRUE,FALSE,FALSE
FADS1,TRUE,FALSE,FALSE
MTIF2,TRUE,FALSE,FALSE
RELT,TRUE,TRUE,FALSE
HBS1L,TRUE,FALSE,FALSE
S1PR4,TRUE,TRUE,FALSE
VEGFB,TRUE,FALSE,FALSE
SMURF2,TRUE,FALSE,FALSE
USB1,TRUE,FALSE,FALSE
DLGAP4,TRUE,FALSE,FALSE
GPRIN3,TRUE,FALSE,FALSE
CCDC50,TRUE,TRUE,FALSE
YTHDF3,TRUE,FALSE,FALSE
SLC29A1,TRUE,FALSE,FALSE
RPS5,TRUE,TRUE,TRUE
MKRN1,TRUE,FALSE,FALSE
DRG2,TRUE,FALSE,FALSE
PLAGL1,TRUE,FALSE,FALSE
RPS6KA5,TRUE,FALSE,FALSE
SYNJ1,TRUE,FALSE,FALSE
OGFR,TRUE,FALSE,FALSE
PITPNC1,TRUE,FALSE,FALSE
ZFAND5,TRUE,FALSE,FALSE
RENBP,TRUE,TRUE,FALSE
PSIP1,TRUE,FALSE,FALSE
CPT2,TRUE,FALSE,FALSE
NECTIN2,TRUE,FALSE,FALSE
CIC,TRUE,FALSE,FALSE
METTL22,TRUE,FALSE,FALSE
INTS11,TRUE,FALSE,FALSE
HPS5,TRUE,FALSE,FALSE
IL1RN,TRUE,FALSE,FALSE
TBC1D7,TRUE,FALSE,FALSE
SVIL,TRUE,FALSE,FALSE
ZBTB38,TRUE,FALSE,FALSE
NCSTN,TRUE,FALSE,FALSE
ETV6,TRUE,TRUE,FALSE
VPS9D1,TRUE,FALSE,FALSE
U2AF2,TRUE,FALSE,FALSE
UBE2W,TRUE,FALSE,FALSE
ADNP,TRUE,FALSE,FALSE
SNX11,TRUE,FALSE,FALSE
LPCAT3,TRUE,FALSE,FALSE
SLC38A2,TRUE,TRUE,FALSE
GGNBP2,TRUE,TRUE,TRUE
TECPR1,TRUE,FALSE,FALSE
SMG9,TRUE,FALSE,FALSE
COA7,TRUE,FALSE,FALSE
STAU1,TRUE,FALSE,TRUE
FAM214B,TRUE,FALSE,FALSE
UPF1,TRUE,FALSE,FALSE
CDC16,TRUE,FALSE,FALSE
QARS,TRUE,TRUE,FALSE
GON4L,TRUE,FALSE,FALSE
SMARCC1,TRUE,FALSE,FALSE
SLC66A2,TRUE,FALSE,FALSE
ZNF76,TRUE,FALSE,FALSE
HAVCR2,TRUE,TRUE,FALSE
SLC39A10,TRUE,FALSE,FALSE
DDX56,TRUE,FALSE,FALSE
SAMSN1,TRUE,FALSE,TRUE
ATM,TRUE,TRUE,FALSE
KMT2A,TRUE,FALSE,FALSE
G6PC3,TRUE,FALSE,FALSE
ZNF100,TRUE,FALSE,FALSE
ZDHHC21,TRUE,FALSE,TRUE
MFN2,TRUE,FALSE,FALSE
FBXO7,TRUE,FALSE,FALSE
SEMA4D,TRUE,FALSE,FALSE
ARHGEF18,TRUE,FALSE,FALSE
SLC25A13,TRUE,FALSE,FALSE
ZNF609,TRUE,FALSE,FALSE
ILRUN,TRUE,FALSE,FALSE
UTP20,TRUE,FALSE,FALSE
MX2,TRUE,TRUE,TRUE
IL2RG,TRUE,TRUE,TRUE
EI24,TRUE,FALSE,FALSE
PPP2R2A,TRUE,FALSE,FALSE
HUWE1,TRUE,FALSE,FALSE
SNRNP200,TRUE,FALSE,FALSE
CYB5R4,TRUE,TRUE,FALSE
INTS3,TRUE,FALSE,FALSE
MSL3,TRUE,FALSE,FALSE
RASSF8,TRUE,FALSE,FALSE
STUB1,TRUE,TRUE,FALSE
MIS18BP1,TRUE,FALSE,FALSE
ICAM1,TRUE,TRUE,TRUE
STRN,TRUE,FALSE,FALSE
GOSR2,TRUE,FALSE,FALSE
PPP6R2,TRUE,FALSE,FALSE
AMD1,TRUE,FALSE,FALSE
VPS41,TRUE,FALSE,FALSE
NCOA7,TRUE,FALSE,TRUE
SLC44A2,TRUE,FALSE,FALSE
ASH1L,TRUE,TRUE,FALSE
NCOA1,TRUE,FALSE,FALSE
ANKRD12,TRUE,FALSE,FALSE
L3MBTL2,TRUE,FALSE,FALSE
SLC8B1,TRUE,FALSE,FALSE
WDFY1,TRUE,FALSE,FALSE
TRIO,TRUE,FALSE,FALSE
ZFAND2B,TRUE,TRUE,FALSE
TCF12,TRUE,FALSE,FALSE
LPP,TRUE,FALSE,FALSE
RPL10,TRUE,TRUE,TRUE
FTH1,TRUE,TRUE,TRUE
RPL14,TRUE,TRUE,TRUE
RPL19,TRUE,TRUE,TRUE
TPT1,TRUE,TRUE,TRUE
EEF1B2,TRUE,TRUE,TRUE
LYZ,TRUE,TRUE,TRUE
RPL7A,TRUE,TRUE,TRUE
RPL5,TRUE,TRUE,TRUE
RPS3A,TRUE,TRUE,TRUE
RPL6,TRUE,TRUE,TRUE
NPM1,TRUE,TRUE,TRUE
RPS23,TRUE,TRUE,TRUE
RPL36AL,TRUE,FALSE,TRUE
FAU,TRUE,TRUE,TRUE
RPS19,TRUE,FALSE,TRUE
FTL,TRUE,TRUE,TRUE
RPS14,TRUE,TRUE,TRUE
PTMA,TRUE,TRUE,TRUE
RPL10A,TRUE,TRUE,TRUE
HLA-B,TRUE,TRUE,TRUE
RPS12,TRUE,TRUE,TRUE
LTA4H,TRUE,TRUE,TRUE
RPL24,TRUE,TRUE,TRUE
NSA2,TRUE,TRUE,FALSE
RACK1,TRUE,FALSE,FALSE
CD4,TRUE,TRUE,TRUE
EVI2B,TRUE,TRUE,TRUE
COPS6,TRUE,FALSE,FALSE
CTSS,TRUE,TRUE,FALSE
FUCA1,TRUE,FALSE,FALSE
DESI1,TRUE,FALSE,FALSE
IGBP1,TRUE,TRUE,FALSE
SLU7,TRUE,FALSE,FALSE
SIGLEC1,TRUE,TRUE,TRUE
TRAPPC6A,TRUE,FALSE,FALSE
PTPMT1,TRUE,FALSE,FALSE
SET,TRUE,TRUE,FALSE
ARL2,TRUE,TRUE,TRUE
HNMT,TRUE,FALSE,FALSE
OSBPL8,TRUE,FALSE,TRUE
TMEM30A,TRUE,FALSE,FALSE
TMEM243,TRUE,FALSE,FALSE
RPS6,TRUE,TRUE,TRUE
TUSC2,TRUE,FALSE,FALSE
RPS18,TRUE,TRUE,TRUE
PFDN5,TRUE,FALSE,TRUE
MSRB1,TRUE,FALSE,FALSE
HACD4,TRUE,TRUE,FALSE
BSG,TRUE,TRUE,FALSE
IL18,TRUE,FALSE,FALSE
HSD17B4,TRUE,FALSE,FALSE
ENSA,TRUE,FALSE,FALSE
TOMM20,TRUE,TRUE,TRUE
BAD,TRUE,FALSE,FALSE
NAA10,TRUE,FALSE,TRUE
MSRA,TRUE,TRUE,FALSE
RPS24,TRUE,TRUE,TRUE
SMIM14,TRUE,FALSE,FALSE
CUL2,TRUE,FALSE,FALSE
SF3B2,TRUE,TRUE,FALSE
AQP3,TRUE,FALSE,FALSE
SRP54,TRUE,FALSE,TRUE
NBN,TRUE,FALSE,FALSE
TALDO1,TRUE,TRUE,TRUE
CD33,TRUE,TRUE,FALSE
TBXAS1,TRUE,TRUE,FALSE
SDHC,TRUE,TRUE,FALSE
AKR1C3,TRUE,FALSE,FALSE
PLP2,TRUE,TRUE,TRUE
BAX,TRUE,TRUE,TRUE
RPL28,TRUE,TRUE,TRUE
CPQ,TRUE,FALSE,FALSE
CALCOCO2,TRUE,FALSE,FALSE
HDAC1,TRUE,FALSE,FALSE
SAR1B,TRUE,FALSE,FALSE
FCGR1A,TRUE,FALSE,TRUE
EIF3E,TRUE,TRUE,TRUE
C9orf16,TRUE,FALSE,FALSE
POLD3,TRUE,FALSE,FALSE
GCNT1,TRUE,FALSE,TRUE
SCPEP1,TRUE,TRUE,FALSE
RPL23A,TRUE,TRUE,TRUE
FAM204A,TRUE,TRUE,FALSE
SDAD1,TRUE,FALSE,FALSE
EIF3H,TRUE,TRUE,TRUE
PPT1,TRUE,FALSE,FALSE
GOLGA7,TRUE,FALSE,FALSE
SCCPDH,TRUE,TRUE,FALSE
SF3A3,TRUE,TRUE,FALSE
ITGB5,TRUE,FALSE,FALSE
CAPNS1,TRUE,FALSE,FALSE
ATP6AP2,TRUE,FALSE,FALSE
SETD3,TRUE,FALSE,FALSE
MCUB,TRUE,FALSE,FALSE
DRAM2,TRUE,FALSE,FALSE
HVCN1,TRUE,FALSE,TRUE
TMX4,TRUE,FALSE,TRUE
CEP63,TRUE,FALSE,FALSE
SEPTIN11,TRUE,FALSE,FALSE
RBBP7,TRUE,TRUE,FALSE
NR1H2,TRUE,FALSE,TRUE
CCPG1,TRUE,FALSE,TRUE
C3AR1,TRUE,TRUE,FALSE
DEDD2,TRUE,TRUE,FALSE
ACVRL1,TRUE,FALSE,FALSE
DDX5,TRUE,TRUE,TRUE
ALDH9A1,TRUE,FALSE,FALSE
GCHFR,TRUE,FALSE,FALSE
XPA,TRUE,FALSE,FALSE
PA2G4,TRUE,TRUE,FALSE
CLCN4,TRUE,FALSE,TRUE
SEC23B,TRUE,FALSE,TRUE
CABIN1,TRUE,FALSE,FALSE
CCDC25,TRUE,FALSE,FALSE
PAPSS1,TRUE,FALSE,FALSE
MRFAP1,TRUE,FALSE,FALSE
TMED4,TRUE,FALSE,FALSE
UGP2,TRUE,FALSE,FALSE
HERPUD1,TRUE,TRUE,TRUE
TMEM205,TRUE,FALSE,FALSE
C1QBP,TRUE,TRUE,FALSE
NPL,TRUE,TRUE,FALSE
CCT4,TRUE,FALSE,FALSE
SSR2,TRUE,TRUE,TRUE
MRPL42,TRUE,TRUE,FALSE
GPR137B,TRUE,FALSE,FALSE
REX1BD,TRUE,FALSE,FALSE
GYG1,TRUE,FALSE,FALSE
ANP32B,TRUE,FALSE,FALSE
DEGS1,TRUE,FALSE,FALSE
CYFIP1,TRUE,FALSE,FALSE
MFSD1,TRUE,FALSE,FALSE
MBD2,TRUE,FALSE,FALSE
TUFM,TRUE,TRUE,FALSE
UBE2Q1,TRUE,FALSE,FALSE
TNFSF13B,TRUE,FALSE,TRUE
UBE2E1,TRUE,TRUE,FALSE
RNF5,TRUE,FALSE,FALSE
COMT,TRUE,TRUE,FALSE
UBE2D4,TRUE,FALSE,FALSE
HSPA5,TRUE,TRUE,FALSE
CDC27,TRUE,FALSE,FALSE
NEIL2,TRUE,FALSE,FALSE
EGR2,TRUE,FALSE,FALSE
DDX24,TRUE,FALSE,TRUE
ZDHHC5,TRUE,FALSE,FALSE
TLK1,TRUE,FALSE,FALSE
RIPOR1,TRUE,FALSE,FALSE
FXR1,TRUE,FALSE,FALSE
RPS25,TRUE,TRUE,TRUE
NCL,TRUE,FALSE,FALSE
MAP2K1,TRUE,FALSE,FALSE
PYROXD1,TRUE,FALSE,FALSE
OARD1,TRUE,FALSE,FALSE
RPLP1,TRUE,TRUE,TRUE
EIF4E,TRUE,TRUE,TRUE
RPL35,TRUE,TRUE,TRUE
PIP4P1,TRUE,FALSE,FALSE
PRELID3B,TRUE,FALSE,FALSE
ITGB1,TRUE,TRUE,TRUE
RPS17,TRUE,TRUE,TRUE
GNPDA1,TRUE,FALSE,FALSE
TPM4,TRUE,TRUE,TRUE
API5,TRUE,FALSE,FALSE
SRPRA,TRUE,FALSE,TRUE
HTATSF1,TRUE,FALSE,FALSE
MFSD10,TRUE,FALSE,FALSE
ANP32E,TRUE,FALSE,FALSE
ERLEC1,TRUE,FALSE,FALSE
RPL29,TRUE,TRUE,TRUE
MYB,TRUE,FALSE,FALSE
CUL3,TRUE,FALSE,FALSE
RRM2B,TRUE,FALSE,TRUE
GUK1,TRUE,FALSE,FALSE
TTF1,TRUE,FALSE,FALSE
TSPAN15,TRUE,FALSE,FALSE
CYTIP,TRUE,TRUE,TRUE
TKT,TRUE,TRUE,TRUE
C1orf162,TRUE,TRUE,TRUE
DCTD,TRUE,FALSE,FALSE
RAB1B,TRUE,FALSE,FALSE
FGL2,TRUE,TRUE,FALSE
SIRT2,TRUE,FALSE,FALSE
CFP,TRUE,TRUE,FALSE
EVL,TRUE,FALSE,TRUE
RANBP2,TRUE,FALSE,TRUE
EVI2A,TRUE,FALSE,FALSE
NT5DC1,TRUE,FALSE,FALSE
LYSMD2,TRUE,TRUE,FALSE
P2RY13,TRUE,FALSE,FALSE
CREBL2,TRUE,FALSE,FALSE
BUD23,TRUE,FALSE,FALSE
LAMTOR1,TRUE,FALSE,TRUE
RPLP0,TRUE,TRUE,TRUE
MYO6,TRUE,FALSE,FALSE
UBXN1,TRUE,TRUE,FALSE
ZNF226,TRUE,FALSE,FALSE
TOR1B,TRUE,FALSE,FALSE
DDO,TRUE,FALSE,FALSE
USP10,TRUE,FALSE,FALSE
SMIM7,TRUE,FALSE,TRUE
MITD1,TRUE,FALSE,FALSE
LRRFIP1,TRUE,TRUE,TRUE
ZNF428,TRUE,TRUE,FALSE
STK17A,TRUE,TRUE,FALSE
RTN1,TRUE,FALSE,FALSE
PRDX2,TRUE,FALSE,FALSE
OGFOD3,TRUE,FALSE,FALSE
PIGC,TRUE,FALSE,FALSE
RIOX2,TRUE,FALSE,FALSE
KPTN,TRUE,FALSE,FALSE
TMEM140,TRUE,FALSE,TRUE
CD3D,TRUE,TRUE,TRUE
AK3,TRUE,FALSE,FALSE
UBE2J2,TRUE,FALSE,FALSE
WDR74,TRUE,FALSE,FALSE
CASP5,TRUE,FALSE,FALSE
PDLIM5,TRUE,FALSE,FALSE
TATDN3,TRUE,FALSE,FALSE
ACTR2,TRUE,FALSE,FALSE
ATG101,TRUE,FALSE,FALSE
TEX2,TRUE,FALSE,FALSE
TMED3,TRUE,FALSE,FALSE
SMARCB1,TRUE,TRUE,FALSE
TMEM109,TRUE,FALSE,FALSE
WDR13,TRUE,FALSE,FALSE
TM7SF3,TRUE,FALSE,FALSE
DNAJB12,TRUE,FALSE,FALSE
NEK6,TRUE,TRUE,FALSE
MRPS25,TRUE,FALSE,FALSE
ORAI3,TRUE,FALSE,FALSE
TRIR,TRUE,FALSE,FALSE
SNX9,TRUE,TRUE,TRUE
SRPK2,TRUE,FALSE,FALSE
NDRG3,TRUE,FALSE,FALSE
NUDT9,TRUE,FALSE,FALSE
GPCPD1,TRUE,FALSE,FALSE
CD68,TRUE,TRUE,FALSE
HSPH1,TRUE,FALSE,TRUE
EIF3M,TRUE,FALSE,FALSE
NELFCD,TRUE,FALSE,FALSE
HBP1,TRUE,FALSE,TRUE
MFSD14B,TRUE,FALSE,FALSE
CEP250,TRUE,FALSE,FALSE
FAM78A,TRUE,FALSE,TRUE
TOP2B,TRUE,FALSE,TRUE
UXS1,TRUE,FALSE,FALSE
RPS9,TRUE,TRUE,TRUE
NOP58,TRUE,FALSE,TRUE
RIC8A,TRUE,FALSE,FALSE
WDR46,TRUE,FALSE,FALSE
PLEKHJ1,TRUE,TRUE,FALSE
CRCP,TRUE,FALSE,FALSE
PDXDC1,TRUE,FALSE,FALSE
PLPBP,TRUE,FALSE,FALSE
SHLD1,TRUE,FALSE,FALSE
MLF2,TRUE,FALSE,FALSE
NAA50,TRUE,FALSE,TRUE
TSPAN4,TRUE,FALSE,FALSE
WIPF1,TRUE,TRUE,FALSE
TM9SF4,TRUE,FALSE,FALSE
USP3,TRUE,FALSE,FALSE
OAS1,TRUE,TRUE,TRUE
NLRC4,TRUE,FALSE,FALSE
OSTM1,TRUE,FALSE,FALSE
SYS1,TRUE,FALSE,TRUE
ANGPT2,TRUE,FALSE,FALSE
ATP2C1,TRUE,FALSE,FALSE
COMMD2,TRUE,FALSE,FALSE
OMA1,TRUE,FALSE,FALSE
SLC35A1,TRUE,FALSE,TRUE
ASB8,TRUE,FALSE,FALSE
RBM17,TRUE,TRUE,FALSE
NKAP,TRUE,FALSE,FALSE
WDR33,TRUE,FALSE,FALSE
ACSL4,TRUE,TRUE,FALSE
AARS,TRUE,FALSE,FALSE
PPP1CC,TRUE,TRUE,FALSE
ATP5MC2,TRUE,FALSE,FALSE
C18orf21,TRUE,FALSE,FALSE
PROCR,TRUE,FALSE,FALSE
FNBP1,TRUE,FALSE,FALSE
RNF141,TRUE,TRUE,FALSE
TUBA1A,TRUE,TRUE,FALSE
PRKAR1A,TRUE,FALSE,TRUE
JUND,TRUE,TRUE,FALSE
PRKDC,TRUE,FALSE,FALSE
ARL11,TRUE,FALSE,FALSE
GALNT11,TRUE,FALSE,FALSE
ARFIP2,TRUE,FALSE,FALSE
SSPN,TRUE,FALSE,FALSE
WAS,TRUE,FALSE,TRUE
RAD21,TRUE,FALSE,FALSE
MOSPD1,TRUE,FALSE,FALSE
MRPS18B,TRUE,TRUE,FALSE
LACTB,TRUE,TRUE,TRUE
LIMK1,TRUE,FALSE,FALSE
MYO5A,TRUE,FALSE,FALSE
FBXW11,TRUE,FALSE,FALSE
ACP2,TRUE,FALSE,FALSE
SGMS1,TRUE,FALSE,FALSE
GOSR1,TRUE,FALSE,FALSE
KLF10,TRUE,TRUE,TRUE
RFT1,TRUE,FALSE,FALSE
PACSIN2,TRUE,FALSE,FALSE
SEC23A,TRUE,FALSE,FALSE
BAZ1A,TRUE,FALSE,FALSE
EEF1AKNMT,TRUE,FALSE,FALSE
PSMD13,TRUE,TRUE,FALSE
WTAP,TRUE,FALSE,FALSE
STK25,TRUE,FALSE,FALSE
RTCB,TRUE,FALSE,TRUE
ABI1,TRUE,FALSE,FALSE
NEPRO,TRUE,FALSE,FALSE
TRIP11,TRUE,FALSE,FALSE
TBC1D1,TRUE,FALSE,TRUE
LSM14A,TRUE,TRUE,FALSE
PRPF38A,TRUE,FALSE,FALSE
PSEN2,TRUE,FALSE,FALSE
DEF8,TRUE,FALSE,FALSE
DBR1,TRUE,FALSE,FALSE
C15orf40,TRUE,FALSE,FALSE
ZNF32,TRUE,FALSE,FALSE
SPATS2L,TRUE,FALSE,TRUE
RALY,TRUE,FALSE,FALSE
SMIM10L1,TRUE,FALSE,FALSE
IFT22,TRUE,FALSE,FALSE
PIGT,TRUE,FALSE,FALSE
TMEM106B,TRUE,FALSE,FALSE
GTF2A1,TRUE,FALSE,FALSE
CMTM3,TRUE,TRUE,FALSE
GUCD1,TRUE,FALSE,FALSE
DAP3,TRUE,TRUE,FALSE
CR1,TRUE,FALSE,FALSE
KEAP1,TRUE,FALSE,FALSE
FXN,TRUE,FALSE,FALSE
COX11,TRUE,FALSE,FALSE
PPP1R18,TRUE,TRUE,FALSE
UFL1,TRUE,FALSE,FALSE
ZNF626,TRUE,FALSE,FALSE
STT3B,TRUE,FALSE,FALSE
KIAA0930,TRUE,FALSE,FALSE
B3GAT3,TRUE,FALSE,FALSE
SIRPB1,TRUE,FALSE,TRUE
MFF,TRUE,FALSE,FALSE
LIPA,TRUE,TRUE,FALSE
PYGB,TRUE,FALSE,FALSE
G6PD,TRUE,FALSE,FALSE
BACE1,TRUE,FALSE,FALSE
TSPYL1,TRUE,TRUE,TRUE
RAB8A,TRUE,TRUE,FALSE
TUBGCP2,TRUE,FALSE,FALSE
SLC35A4,TRUE,FALSE,FALSE
HK1,TRUE,FALSE,FALSE
SLC7A8,TRUE,FALSE,FALSE
DALRD3,TRUE,FALSE,FALSE
GATAD2A,TRUE,FALSE,FALSE
PRKACA,TRUE,FALSE,FALSE
MED12,TRUE,FALSE,FALSE
TPM1,TRUE,TRUE,FALSE
LYN,TRUE,FALSE,TRUE
USP32,TRUE,FALSE,TRUE
DNAJC13,TRUE,FALSE,FALSE
CDC40,TRUE,TRUE,FALSE
TERF2IP,TRUE,FALSE,FALSE
ZNF217,TRUE,FALSE,FALSE
CCDC47,TRUE,FALSE,FALSE
HAGH,TRUE,FALSE,FALSE
ARL8B,TRUE,FALSE,TRUE
CCS,TRUE,FALSE,FALSE
PPP6C,TRUE,TRUE,FALSE
IER2,TRUE,TRUE,TRUE
REXO4,TRUE,FALSE,FALSE
SUMF1,TRUE,FALSE,FALSE
PSME3,TRUE,FALSE,FALSE
ATF1,TRUE,FALSE,FALSE
PTPN11,TRUE,FALSE,FALSE
VPS37A,TRUE,FALSE,FALSE
TTC19,TRUE,FALSE,FALSE
VPS4B,TRUE,FALSE,FALSE
GPR107,TRUE,FALSE,FALSE
TBPL1,TRUE,FALSE,FALSE
DARS,TRUE,TRUE,FALSE
RING1,TRUE,FALSE,FALSE
TMEM128,TRUE,FALSE,FALSE
ZBTB7B,TRUE,FALSE,FALSE
CIPC,TRUE,FALSE,FALSE
C12orf65,TRUE,FALSE,FALSE
PLCG2,TRUE,FALSE,TRUE
SRPRB,TRUE,FALSE,FALSE
SSR1,TRUE,FALSE,FALSE
KDELR1,TRUE,FALSE,FALSE
BROX,TRUE,FALSE,FALSE
AZIN1,TRUE,FALSE,TRUE
NME3,TRUE,FALSE,FALSE
EXOSC10,TRUE,FALSE,FALSE
HDAC5,TRUE,FALSE,FALSE
ARF3,TRUE,FALSE,FALSE
BCKDK,TRUE,FALSE,FALSE
MGAT3,TRUE,FALSE,FALSE
ATAD1,TRUE,FALSE,FALSE
TPK1,TRUE,FALSE,FALSE
CDC42SE2,TRUE,TRUE,TRUE
CLCN3,TRUE,FALSE,TRUE
TMF1,TRUE,FALSE,FALSE
RNF185,TRUE,FALSE,FALSE
RAP1GDS1,TRUE,FALSE,FALSE
FEZ2,TRUE,FALSE,FALSE
STX5,TRUE,FALSE,TRUE
TM9SF2,TRUE,TRUE,FALSE
ABCF1,TRUE,FALSE,TRUE
SLC2A9,TRUE,FALSE,FALSE
TCIRG1,TRUE,FALSE,TRUE
RNF113A,TRUE,FALSE,FALSE
PRIM1,TRUE,FALSE,FALSE
CCDC106,TRUE,FALSE,FALSE
AP2A1,TRUE,FALSE,FALSE
ALDH3B1,TRUE,TRUE,FALSE
LEPROT,TRUE,FALSE,FALSE
SEC31A,TRUE,FALSE,FALSE
UAP1,TRUE,FALSE,TRUE
OAZ2,TRUE,FALSE,FALSE
HNRNPAB,TRUE,FALSE,TRUE
DPYD,TRUE,FALSE,FALSE
CRTAP,TRUE,FALSE,FALSE
AGPAT1,TRUE,FALSE,FALSE
CHID1,TRUE,FALSE,FALSE
FAAP20,TRUE,FALSE,FALSE
TPRG1L,TRUE,FALSE,FALSE
THBD,TRUE,FALSE,FALSE
GSPT1,TRUE,FALSE,FALSE
NASP,TRUE,FALSE,TRUE
TRAPPC12,TRUE,FALSE,FALSE
MAPKAP1,TRUE,FALSE,FALSE
NOLC1,TRUE,FALSE,FALSE
ARRDC1,TRUE,FALSE,FALSE
EIF4G1,TRUE,FALSE,FALSE
CTSW,TRUE,TRUE,TRUE
C9orf64,TRUE,FALSE,FALSE
GBP1,TRUE,TRUE,TRUE
ATP6V1H,TRUE,FALSE,FALSE
RNF114,TRUE,FALSE,FALSE
PITPNA,TRUE,FALSE,FALSE
DPEP2,TRUE,FALSE,FALSE
NT5C2,TRUE,FALSE,FALSE
RFXANK,TRUE,FALSE,FALSE
GDE1,TRUE,FALSE,FALSE
SART1,TRUE,FALSE,FALSE
CAND1,TRUE,FALSE,FALSE
TBC1D4,TRUE,FALSE,FALSE
TBC1D9B,TRUE,FALSE,FALSE
RFC1,TRUE,FALSE,FALSE
URI1,TRUE,FALSE,FALSE
B3GNT7,TRUE,FALSE,FALSE
NAGK,TRUE,TRUE,TRUE
GLMP,TRUE,FALSE,FALSE
OSBPL9,TRUE,FALSE,FALSE
FIP1L1,TRUE,FALSE,FALSE
ZBTB1,TRUE,FALSE,FALSE
ORC3,TRUE,FALSE,FALSE
CHIC2,TRUE,FALSE,FALSE
BLCAP,TRUE,FALSE,FALSE
UBTF,TRUE,FALSE,FALSE
TMEM123,TRUE,TRUE,TRUE
A4GALT,TRUE,FALSE,FALSE
EAF1,TRUE,TRUE,FALSE
STYXL1,TRUE,FALSE,FALSE
TMEM8A,TRUE,FALSE,FALSE
MYOF,TRUE,FALSE,TRUE
PRNP,TRUE,FALSE,TRUE
